txnHash,method,block,age,from,to,value,txnFee
0xae47a608305257897a8381e0cbf38184cf93321a4f48a273885089ccf852ea6c,Transfer,21124913,3 mins ago,0x24706c6f60579ae8313083b5c92202bf09ba631e,0xCBD6832Ebc203e49E2B771897067fce3c58575ac,0.12982795 ETH,0.00016204
0x04efd489f8917892b38cf115386135d2717ed1b82d187c20812f0c45899fe661,Transfer,21124913,3 mins ago,0xfbd6ce8d1258b06e79bb0875fe7b8276a69f4072,0x46e92df8374BeFCAD170A2b4D06e002C84280CC5,0.168 ETH,0.00016587
0xaee760a3e8ad359c1fe192250ff48cef0fbbf7adce16d4617fa67cb74daa85e8,Transfer,21124913,3 mins ago,0x07314e42c850200752632875e3e530470375b133,0xCF3801bB2EbB68b5a873e7f7Da7F926f9Ef3747A,0.00733 ETH,0.00016681
0x62712cd81ec95e61bc5c7e4c5c23d9752ec0ed38574374e65b06692e649c9d18,Request Withdraw...,21124913,3 mins ago,javascript:;,0x308861A430be4cce5502d0A12724771Fc6DaF216,0 ETH,0.00155016
0xcc62eb45decfa835152a0ab819de561141ec323f72f232a4a558e4ccc591dbb0,Execute,21124913,3 mins ago,0xb033baa0ca7ce56aa5d1282a24ed4412b3a5ea4d,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0 ETH,0.00106499
0x5d7f4453dcd5a0becb08777c3803a4e2cd99ee29929a04cc3a54d370c8f7cb3a,Transfer,21124913,3 mins ago,0xbe4e8718d4170363de4f81c4b5c6c9101c97eac4,0xae78736Cd615f374D3085123A210448E74Fc6393,0 ETH,0.00029843
0xcadf9aa3cd16f552c60fddf3392863fb002a5757f513ec33924c3b3831a4bb7e,Bridge,21124913,3 mins ago,0x0b0e4c2daa01cac5bcdc9350c374649661a970c4,0x0439e60F02a8900a951603950d8D4527f400C3f1,0.0042 ETH,0.00106453
0x24ba50b568af378d2d7b57cb4cdc46defd9ae4659cc792ed747f156df67f2ca8,Send To L2,21124913,3 mins ago,0xd7c1761ca4e5d6a294d7011708c673b7bca24b4e,0xb8901acB165ed027E32754E0FFe830802919727f,0.15 ETH,0.00125486
0x7e3711c44d5c1d58f7c531d06e12b8b5ae8d8b8c5b9bbb9806979e85adb0bea5,Swap,21124913,3 mins ago,0xe7ec3e77baa629a9e9d7865f2e3cc7509eef94e0,0x1111111254EEB25477B68fb85Ed929f73A960582,0 ETH,0.00140044
0x575312db645730ce2aae46900d8ccea4305d6f420935ec3b0959ad774dfb3aed,Swap Exact Amoun...,21124913,3 mins ago,0x649182dd18580bd845435d8cf403b95540be04ff,0x6A000F20005980200259B80c5102003040001068,0 ETH,0.00199355
0xac43058bca11caad7f3dc99cc86584dc1092c265a41ad2b5355c96f201d13803,Approve,21124913,3 mins ago,0xb139a4db127fa3844194030306b693527fabd09d,0x917CFEaDA8A891A0C2A1c40b80da223281B9827A,0 ETH,0.00037423
0x4b76cb61e7c115496c4921b1bd0e8fa0dec024d46fa8c5a2fd9c092135b266e1,Swap,21124913,3 mins ago,0x5f8eb221b31ae064646096b5ff2413924440835b,0x1111111254fb6c44bAC0beD2854e76F90643097d,0 ETH,0.00147005
0x7384206a35d1324a452f63b829ffe26138a4f909e1e2cef7f4f2588e58b64cab,Approve,21124913,3 mins ago,0x699b836eadf730aebc098d1ba7851b938b072610,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00039261
0xdf0f571eb88d60eb7b6b5521e2f1e52d7a2eddc4203556a90db4cfbe1e6d121f,Transfer,21124913,3 mins ago,0x14b275a104848e80c3ea37b814d29676a48164cf,0x44c6d4fd94066d588c54f130c1e378C3D1F88666,0.54149009 ETH,0.00016978
0x0d8ed3e84e437c5e267e66c1df9ace44b7eb03fa2d63de0155e52b953d1bbf2f,Transfer,21124913,3 mins ago,0x2b5ffb36139af0fc6db6ae6b8f42e533bda75e37,0x0Ac9f81252cb7baD5c244F61442b5658f6278f03,0.009828981 ETH,0.00017101
0x68bb7917d51d852d06fc509aca5c12fcb66e0b5404fabbeb08fd49c33c943987,Create Order,21124913,3 mins ago,0xf87c07bbf13664f3a6a22549229f5984a2e298ff,0x40A50cf069e992AA4536211B23F286eF88752187,38.95 ETH,0.00046149
0x8d1e6f04a9c171b2a25601b43bc4e8c9948b2fb954ca4f0fcbe121bb8e57bd98,Approve,21124913,3 mins ago,0x00a521dd43f0731b030cbc0330a02c9bb2a4ab1d,0x155788DD4b3ccD955A5b2D461C7D6504F83f71fa,0 ETH,0.00038204
0x237de6a14ef54ad792f244da293c198a1a1d5384f2d9e6f8d308dd42614e1765,0x9871efa4,21124913,3 mins ago,0x457d825e6602c3bda81d39377f53b37dd30dd8c6,0xF3dE3C0d654FDa23daD170f0f320a92172509127,0 ETH,0.00120966
0xe9ac726296081c480ea1078b8f5c0f52a153530f6b7aaaf2760fc69308e63aec,Send Multi Sig,21124913,3 mins ago,0x5acaf7c064f609c1ac40648f200d1160cb3b054f,0xc685e430cFBe5070B5a76cfD5Da8f234698b2Be2,0 ETH,0.0006439
0xa5084a87d990831e71f422785fc6c17b88642865bac60706137acf62f8d52530,Transfer,21124913,3 mins ago,javascript:;,0x8E5686FFbAb85FE7d181967b1e2aB4ef3491D8B8,49.6483 ETH,0.00018006
0x3cb8a6b9f7c59cc9438cfffc482d3d682a72584afa8365abe5769faa698861a4,Transfer,21124913,3 mins ago,javascript:;,0x42eE9F586Eb19B1099388B27A2A43c0212eB66b4,0.1033 ETH,0.00018006
0x3ec79276f99a555f5480233983e21043d44d7d81f6bac18816fc253830ee9e09,Transfer,21124913,3 mins ago,javascript:;,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00039526
0x6657f4ecbaba75b817f5d783c1a2a6d68a4eee845994396100f6775015c3000b,Transfer,21124913,3 mins ago,0xe585c388acff01071929b55f6b3e4463cada7f7a,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00035421
0x71b6a9292ecea7e5c6e6d52544d5f00b85103a14f1da3e14ce775a67f9f5da7e,Transfer,21124913,3 mins ago,javascript:;,0x441761326490cACF7aF299725B6292597EE822c2,0 ETH,0.00053272
0x3f17e8e0fe85c1384d2cc4795488b99440e752c975cf81bb336fd33bcc48dde2,Transfer,21124913,3 mins ago,javascript:;,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.0005421
0xff47a68c9a427fe12a04152ac3ed2f55b3d544a311ea5b888dd20fc2bf8bfef0,Transfer,21124913,3 mins ago,javascript:;,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00054199
0xbc76177ec7a6cafc7106c001679ee7a44d1367e3e94a57f6a2695a2d79a71f32,Transfer,21124913,3 mins ago,javascript:;,0x9eC1f2B052B4534B387C73C69b3e87324c1C7B21,179.9983 ETH,0.00018006
0x401c1093188a8ba0540772a35d3e170810db323aac07b6f56f79853dd183459a,Transfer,21124913,3 mins ago,javascript:;,0x8192Dc9D24302713A9071fbAbeC0F491be2cd303,0.3725125 ETH,0.00018006
0x981691722131234d6ed1dc2a3536f08561a22894b1825ef4a87b32572235b0df,Execute,21124913,3 mins ago,0xc3d7c380e1cb68fd55cfc7486068d166e14e7500,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0 ETH,0.00184698
0x91450b7cf4c4703dbf5d558f396956e457177802f7d5fd153a2f6fbef549d590,Swap,21124913,3 mins ago,0x9ee38e75fb586237afa3a97c38484001baac8b9f,0x881D40237659C251811CEC9c364ef91dC08D300C,0.042 ETH,0.00178295
0x7073d2bbd13142698f9486360f7ea1a23df167e118d0cf47ad1f55b090089066,Swap,21124913,3 mins ago,0x85f5cda522d8ba047df124e3ee3d898643a02264,0x881D40237659C251811CEC9c364ef91dC08D300C,0 ETH,0.00170605
0xea54f9e6dc0ae7c8c3ddafebba55ebf4c5b6f75070dc81d00ce2c868a8a9c6c6,Approve,21124913,3 mins ago,0x85f5cda522d8ba047df124e3ee3d898643a02264,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00042679
0xa430ff169bc1f90999954647baba557ba430f1ae692130c34d8c1639dbe8443f,Execute,21124913,3 mins ago,0xcc3a2a29e91b4af1ed782eb387bb8ce859c23cbc,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0 ETH,0.00174563
0x43cb9d429426277a2317750db41f0ef653581cd66868bdb6c8b00119bfb810de,Transfer,21124913,3 mins ago,0x042f4ef4ffe981cb2f66c80aabf927797e858369,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00037178
0x536814694d1dbbe073fad8fe341902756356fb046668f5c15bbcd6c0bc1284ca,Transfer,21124913,3 mins ago,0xa63074dd922ccf68a85b69999fab8412ca9248c1,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00037568
0x43a8c6fced1c446d5e48400d68ba4144e570e4c21b6a3647c2d86d4f0616ec3d,Transfer,21124913,3 mins ago,0x89c77bc0e01935233d1c7e9639a2e7e43bec54ec,0x35044E789406E5456D89884b153A18AE96304b0E,0.008339354 ETH,0.00020826
0xe01d43f5ce8ca75c1d3c78e11f598d55f1e31d321e16ff11666abcd244565d4a,Transfer,21124913,3 mins ago,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x9c0b22DE5B0eA1Ae586D717Ab77bc55255e628F1,0.01006216 ETH,0.00021
0xb77ee7f9be10a29682ad0faa9ced24af2f601527b1f75c5b570b491539b01086,Transfer,21124913,3 mins ago,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x79e09B44e620ecf981d9CB422113De8Cfd47650d,0.001665839 ETH,0.00021
0x20c5b6f8d648118a7b9aa138d8950b5f417ea64e08f922a5d1113f51d0a8e358,Transfer,21124913,3 mins ago,0xdffabecd0e64ac393a0ef878ac214b82a24f65e6,0x3c8496028D52F2ED584A70fF63E3516Ef463864D,2.624425625 ETH,0.000222
0xd7fd9679152632e8306fe3139bbb0c779fe7be241c38093a094f57ec004c7523,Commit Blob,21124913,3 mins ago,0x415c8893d514f9bc5211d36eeda4183226b84aa7,0xFf00000000000000000000000000000000081457,0 ETH,0.00023073
0xea20176e6e9972d7e2b7f8106cb9f785627c501f3eef554d4ebafff5da7b8549,Multi Send Eth,21124913,3 mins ago,0x33a65fe7964cd1ee5c27d175169c3a009a19ce17,0x9D643c51589c5D4C99cF144F0eF11B27130aAC25,0.010796533 ETH,0.00655481
0x1c95fe3c4f9af359d26ba27aec64e0093351bfffc0824572ad48d0ceb13fec92,0x599a083b,21124913,3 mins ago,0x66f65416e2e43216c1e7c81fd43b1a3a58477a91,0x75aB076A00d76478e5fCc21Cfd95113802f06D23,0 ETH,0.00193989
0x6f965ea636ac17f2f7ad74842beaed3016161469ca54724b6acd6e5fa329f29d,Transfer,21124912,4 mins ago,0x9fc3da866e7df3a1c57ade1a97c9f00a70f010c8,0x388C818CA8B9251b393131C08a736A67ccB19297,0.089739492 ETH,0.00014917
0x9dafffdb1a4f41e97eadf2884e21e629d86715b9a15c295ee84dc01c48e9697e,Add Sequencer L2...,21124912,4 mins ago,0xc1b634853cb333d3ad8663715b08f41a3aec47cc,0x1c479675ad559DC151F6Ec7ed3FbF8ceE79582B6,0 ETH,0.00150789
0x36da4986d7ed36996ae24cfcce4fd9dbf7b278044904f0b2d6b10fcb761cb82f,Propose Block,21124912,4 mins ago,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,0x68d30f47F19c07bCCEf4Ac7FAE2Dc12FCa3e0dC9,0 ETH,0.00135411
0x20c906eff4030e0646b407f03008c18c73d1cd3ebdfecc2e018c0a58c84fd008,Propose Block,21124912,4 mins ago,0x9084ee7f65d32763ac436e4fc971e7d2cc52e672,0xeCEc5421A81DEc20e32494d0b47A8509dD7E90Cf,0 ETH,0.00149032
0xac68c3eb7e4257327a56f7bdc951c95ee17c004012c3bada2d075ae8775ea252,Swap Exact ETH F...,21124912,4 mins ago,0xa1cc0616ecd7b278d1d02206fa86594fc6fbc43a,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0.18 ETH,0.00151563
0x5519e19495d75fcfe399229628e977d820c8b835689a38d43cd29158f59315b8,0x7a860e7e,21124912,4 mins ago,0x1a0158469c269773a155b6b3a23c91c4aa4d1ef4,0x5C20Df4b1b0103dEC0F72FE76457431d97A38293,0.2501 ETH,0.00194125
0x90482d6c31a92c9a2b3f99746a18c931495342360cea085e1a59e589e058af78,Multi Send ETH,21124912,4 mins ago,0xcadc081aa196c9e9ac0222258252ba903c0bf9b1,0x5C20Df4b1b0103dEC0F72FE76457431d97A38293,0.509999999 ETH,0.00046954
0xfd15c189c62b294071125d63375a1c0d9dd9834c8ebae8092579b18f0d0adcf2,Swap Exact Token...,21124912,4 mins ago,0x0fec23ae227a5b4d58bc841e9b2ad2d3addbef93,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0 ETH,0.00137228
0x64db12227e34f0b6aa756d1ff6014e8651c4b9e9caefd378de05c26bc7b9caf0,Swap Exact Token...,21124912,4 mins ago,0xf20b519d91fc6bfa58606e41b87e5a03079ed883,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0 ETH,0.00180322
0xf479dc636f70db38e29f57fbdf22ff51bfa6a62dfb0d45e0403428d4a9e5791f,Execute,21124912,4 mins ago,0x526e9e2df533d67b4c39d44fe0c84ce6aa6c3bcd,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0 ETH,0.00293147
0x5e45aea7e92ebe179fbce19d6bbbec3f3d9b44017fb3ab511390cea313b431c5,Swap Exact ETH F...,21124912,4 mins ago,0x91166d0a06aedb6bd7ffde26e2c02c7d02fd0405,0x80a64c6D7f12C47B7c66c5B4E20E72bc1FCd5d9e,0.62 ETH,0.00233465
0xbd015cce95dfbf55a16eecf9ef3dfcc211e50b3012201ca3cd8f2092ba82f157,Transfer,21124912,4 mins ago,0x58332a9885d5d733eb5d0ec5b12528732f088794,0xc31207A2607f406d4663A3D81C6aD31eb11cB97e,0 ETH,0.00058711
0x68958fed17cfd1c0f476e9987199d4beb1ed2fb2f33e2b1c1b0fbb0eff7f32cf,Fulfill Order,21124912,4 mins ago,0x555ce236c0220695b68341bc48c68d52210cc35b,0xE7351Fd770A37282b91D153Ee690B63579D6dd7f,1.753851859 ETH,0.00140583
0xc55faf168e33a625c7b36dd2a479bb97065079ef42b280e2e72aaaaec48c32e2,Execute,21124912,4 mins ago,0x0c6501f32a1092aebe153c65ab157d087478db5d,0x1D531D290936e8550727f2aA7c6D6d5dFB3B8b71,0.050033825 ETH,0.00026233
0x2ca7259c06b6023023b86abfea7a624b8cd2a77d1bcffd1f3caf819fa4ae7f91,Swap Exact Token...,21124912,4 mins ago,0x9f9401c76e054d1c9fe3b94a7356361ff32b1ea1,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0 ETH,0.00109016
0x8805c62c91556dd1e971786627442b5178024541f137811e3610f7377ad0807b,0x75713a08,21124912,4 mins ago,0x30500de5ec4624bf00e633bff30dfa9a27d90c5d,0x3328F7f4A1D1C57c35df56bBf0c9dCAFCA309C49,0 ETH,0.0012256
0x7b86eedb7422c7705fbe3e596afd07c2924a69b87fb7e0e01a46df9ab906edae,Transfer,21124912,4 mins ago,0x61e7d3f99a8500ad4e72b0a5b6fc99a52e54d7f5,0x0e5CAAa3b816D57517022bd301828F3AcA1B864b,0.2 ETH,0.00017043
0x3c23934989b81bf1515dac3f77fcd3bac3ae7a28f95c2249d0780d0aa8e9d258,Transfer,21124912,4 mins ago,0xdd3d72c53ff982ff59853da71158bf1538b3ceee,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00032284
0x5aee09be25b263729db0fc813943bdd843bf07766d00aa70eae43c534b45fea0,Transfer,21124912,4 mins ago,0xfb4b7bc43a5d310e38e20f4d297632605d56d20c,0xC94eBB328aC25b95DB0E0AA968371885Fa516215,0.013237484 ETH,0.00014251
0x6b58d16d43fb87c63113ad277a34351cefcd8727432205b248043a0918849a19,Transfer,21124912,4 mins ago,javascript:;,0x22CAB7a331E788ca54F6FB34147e7BeacC12D897,0.508 ETH,0.00017043
0x0a51509e692d61d6b8afd6cd36ee750d3837996b24170bf96c90355fded510f7,Transfer,21124912,4 mins ago,0xf58a9cfd9f1230f1464b1f5b011072874965ed13,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00051299
0x8feb965d22436b53fc445873919599749ce65bd9a53b5721138e0af422a574ed,Transfer,21124912,4 mins ago,0x4f77a7baa656959ca8e38deca4b6393f3b536585,0xF12c3D9d297Af771e95C1eF34bDf26dE113Bcf38,0.23 ETH,0.00017043
0x78f0d1633ebd3ecdd6671b66d0da81ad7a7e8335e1942e03d1686ee8376909dd,Transfer,21124912,4 mins ago,javascript:;,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00047186
0x837a49680e2a71e42a0b72afd52c2045e738e472e440160503bf240026ee6c2b,Transfer,21124912,4 mins ago,javascript:;,0x49Cd705487D9a78EcD4Fc83559360878C03e655A,0.0160258 ETH,0.00015676
0x3b515b2cdc42a5dea0d9f6172426de0916d7e1fb1cc77b47e4ee5e60bff6c53d,Transfer,21124912,4 mins ago,javascript:;,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0 ETH,0.00046477
0x1956063b838598304ca1ed00751bce843ac1ca293147d3b9fd9760b3f55b529d,Transfer,21124912,4 mins ago,javascript:;,0x676683a9472F84Afb80aa373df5039541220DEef,0.04354 ETH,0.00015676
0x7a286aa56e7ddbeb170dd52921881a6ed3587bbdc37a263051d3279b0e22943c,Transfer,21124912,4 mins ago,javascript:;,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0 ETH,0.00033712
0xd8ca7d6890a056caddf1b6ae7e34dcd37e68fae7ddfa748f17807d88769c6a61,Transfer,21124912,4 mins ago,javascript:;,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00047177
0x1060dbb768c2eb433444102d9734145f0e329d7c2deefb3c20cc07e5dbbd82a8,Transfer,21124912,4 mins ago,javascript:;,0x206e5c9E6c8e2417EA1D067a46118f232C7C20F6,0.05685 ETH,0.00018368
0x3ad95a4bce7c4da032505e1cb79bf0774936b5b0c914ff2b2cd685d4dbb013aa,Approve,21124912,4 mins ago,0x554179dcbef528de6077fef94969b64b1abd58e9,0x89B69F2d1adffA9A253d40840B6Baa7fC903D697,0 ETH,0.00043248
0x1d26423be76e1269efdf103033db1c8e34bfad0cbf7d63388230f2d4e913e266,Deposit,21124912,4 mins ago,0xa447e2b48ac061f3489443273e489731ccceeeaa,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1 ETH,0.00036551
0x88b1f357aa791d2a3689df3aa19aefb1344e147c3e664d3a52fd5312fc473499,Approve,21124912,4 mins ago,javascript:;,0x35D8949372D46B7a3D5A56006AE77B215fc69bC0,0 ETH,0.00041722
0x5d1fe0988775ce43f81444c2ccb0bb4e815b5d726de38d6e4712e787be8254cd,Transfer,21124912,4 mins ago,javascript:;,0x875562503f4BF4960a0061EC84e639e83cfCaF2d,0.0245 ETH,0.00017043
0x926fe6a799785d6b60e5d4d26721863ab14508064cf83717a8060edfa931e6d6,Approve,21124912,4 mins ago,0xc80fdca3cd2640e6a57c3c0fcda99a0f0d4d1ce7,0xc31207A2607f406d4663A3D81C6aD31eb11cB97e,0 ETH,0.000378
0xdd85588a9055b5c1f374284915f467047060fcf8efdeea148b0a90992d2dad5f,Transfer,21124912,4 mins ago,0x853be488c1ee19710d2c83995dfad67ffae74842,0x9A10Da8Ce77F26231860764a2CaaB36E70584c4b,0.040599767 ETH,0.00018368
0x60138fd12751287db2d348269e2a654738921ca1d0ad6cd4ca6a6f016fb05ec2,Transfer,21124912,4 mins ago,0x63dfe4e34a3bfc00eb0220786238a7c6cef8ffc4,0x81EC23132a1d05D053D8eac034cA17815001310B,0.00067836 ETH,0.00014273
0x6a27cbcd18ef15a0cf695d92dba9e3ac8d67bb16d71720b73a50d172a48ce53a,Transfer,21124912,4 mins ago,0xafc53db8506736e8264b4629e971a152ec3ff7d4,0xc9BA795b0CB89f124cA254568Ac432E3E4A012aC,1.03165667 ETH,0.00014378
0xb9ddf6ae7a6e037b2d9584e646c26d09357a35ed77f210c7cd564d4fb0bc8e3e,Transfer,21124912,4 mins ago,0x345f2ce07a47fb4ca4b0dba9e3c12bfeb06648cb,0xd3F92D672897C26Dcc75DE6BD7A4b35DC51E2C64,0.032468822 ETH,0.00017043
0xf983053a0687c681d3a81083c42f8d47d37ed8eea0691b74b09b730f855bd39b,Unstake,21124912,4 mins ago,0x94904d475373e88bdf3a97076ec2de30b10c2cef,0x8707f238936c12c309bfc2B9959C35828AcFc512,0 ETH,0.00049701
0x49a476714afb006ea40db50fa09e70a15ae1864ca5063c94d49c8bf63e1b3b05,Transfer,21124912,4 mins ago,0xe70308d299ac9babf4732cfad060aedcef7fd866,0xC94eBB328aC25b95DB0E0AA968371885Fa516215,0.657986609 ETH,0.00014251
0x333513040d272a47f205db9a403e2f062058788995bead51e857c4ae3ca12bf2,Transfer,21124912,4 mins ago,0xdfaa75323fb721e5f29d43859390f62cc4b600b8,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00043253
0x6de88cc7feddc6dd2ed2b69fff85e8925fc1410fb0f0939f8048e230296ec074,0x2213bc0b,21124912,4 mins ago,0xfbd47f5546fa48910fc0700531c097660d8d5b29,0x0000000000001fF3684f28c67538d4D072C22734,0 ETH,0.00186685
0xeb7ebdba5ce1ca09e9d12495a2eff73a62df478a75cd3c7f6fc0d3172851ca06,Approve,21124912,4 mins ago,0xfbd47f5546fa48910fc0700531c097660d8d5b29,0x85D19fb57CA7DA715695FCf347CA2169144523a7,0 ETH,0.00032053
0xb8d326d69cbc523ec927d29300b499dba022f05b3b7bb3ae92dfe47cfeccc45c,Add Sequencer L2...,21124912,4 mins ago,0xba369bd77a346babcd282cb1a015194e8ec54542,0x8D99372612e8cFE7163B1a453831Bc40eAeb3cF3,0 ETH,0.00071933
0xd78fc8469bf51c59b8d4912cfcc5c23ef0b7f6f8637e906b1aa7a958f2b95614,Transfer,21124912,4 mins ago,0x6ca836e6cfd64c8cc4e70e95e7d2fe1491be5dfe,0x1dD80016e3d4ae146Ee2EBB484e8edD92dacC4ce,0 ETH,0.00027603
0x21545260304c059e5671b6b326020ef7b777c54720beea1b58c73e47480f2a11,Transfer,21124912,4 mins ago,0xdaa00bc44e2ca7a0b3f8f322a2ba28e7f39f0760,0x39fBBABf11738317a448031930706cd3e612e1B9,0 ETH,0.00043964
0x1d57949c084e5aa8828a991bc0a6ba13ffb2e4d7e4b245641690ccc8a1560554,Deposit For,21124912,4 mins ago,0x45ebb1c54f223c5905a7683164656b63527bc11b,0xA0c68C638235ee32657e8f720a23ceC1bFc77C77,0 ETH,0.00070027
0x55fe99636886f42d698cbd92be17d7f4e515bc78ff6e9ea5ae06594b2bddf87c,Unoswap,21124912,4 mins ago,0xb1b2d032aa2f52347fbcfd08e5c3cc55216e8404,0x1111111254EEB25477B68fb85Ed929f73A960582,0 ETH,0.00068674
0x319c0589510b1cc9025a87a3467e86836fe8e110377b4776d69d4be0afbfe630,Transfer,21124912,4 mins ago,0x87cbc48075d7aa1760ac71c41e8bc289b6a31f56,0x3867a64286B6EA5757D817B8863E207488f2A425,0.218749913 ETH,0.00015682
0x0e68dd1288aa825d5ecfac5c77974cc78a5c9a0409e647c8d5d2efd4e06046ea,Transfer,21124912,4 mins ago,0xddda2a272a7202b5e023c2144cce43428ee4b3cf,0xdAC17F958D2ee523a2206206994597C13D831ec7,0 ETH,0.00047393
0x775e3ea43b57635fa60aea144533887caca63e9af94a28247b2ec4c03b0069cf,Transfer,21124912,4 mins ago,0xe36039d51f523ec6e2f71cb4251a3d70342756b1,0xC94eBB328aC25b95DB0E0AA968371885Fa516215,0.003940124 ETH,0.00014251
0x6e53d585613f05a816102bfe0a5a191ab2dcd942fd7cc5deed8011ba4b7c737a,Transfer,21124912,4 mins ago,0x294e43eebf640d0d78c9c48173818c364c6175bc,0x2f13d388b85e0eCd32e7C3D7F36D1053354EF104,0.002029 ETH,0.00014315
0x4799849b93873c2276b1802354462eb53cd3f3ba697579dcc449ac4a7b959180,Transfer,21124912,4 mins ago,0x12efc3f61291ef50b7b72d2d685ed192d6cb9a8a,0x9F17D9e290Dfd8C48926979320e79D2d28bd55eC,0.002340472 ETH,0.00014344
0xf118c5b2a170ed41c7c7d5abf926f2b9768a9b0940df2f9f10fd88c5552b90d2,Approve,21124912,4 mins ago,0x9bfffd104e71a9cb8f96ef622eb253711134fc3e,0xD29DA236dd4AAc627346e1bBa06A619E8c22d7C5,0 ETH,0.00039024
0xae0044c7496a804af7c393669666455105c362500e65514ed2f3e178d11384df,Transfer,21124912,4 mins ago,0xea053c66bbbe16c14bf584f0e521cadbb41ae17c,0xDFaa75323fB721e5f29D43859390f62Cc4B600b8,0.019672252 ETH,0.00014315
0x2c278e7bd6146074fcf57cb2511385dd0a8d1dd7126e8f0d4219bc5f4ece262d,Bridge ERC20,21124912,4 mins ago,0x54d3fd4d39dbdc19cd5d1f7c768bfd64b9b083fa,0x07042134d4DC295CBF3aB08a4a0eFF847a528171,0 ETH,0.00030018
0xe4b3fdde1ea41221aa34d7adbdc6a0858e49e56fb926eaab5522be0a8c57390c,Transfer,21124912,4 mins ago,0x2f4aac355b65decd35e8dfb40aba000de190878f,0x5BA76A1DA44c26f714E88D4114BafDB4e861d295,0.062235534 ETH,0.00016346
0x65924df9ac26ca44e5d0ba30c0d3f114ebf0e4348ce426d8605c7052bf5c6bad,Transfer,21124912,4 mins ago,0x90322470caeab9ad98c5af37653554466a9867d4,0xa7ED2EF300B1587cc72E6173264361EaF480ce52,0.215249624 ETH,0.00016344
0x5fd5a8dd9d15c42af84af4771442b81fd61a11d0ce7b7bccc4c0e354523c2139,Transfer,21124912,4 mins ago,0x5b7dbdb31b1cdd660e799c5e1bbc13cbba62f586,0x2450e7E99466C192Cd59B97413c8d60128081c0D,0.006809384 ETH,0.00016154
0x9c4d20c0a5ea6b5aa2356c4ee928c0892b9171bd5db834be7e05d388756f7353,Transfer,21124912,4 mins ago,0x35f5ece6b6adb977439e5e3de3e3d8c9796b1094,0x35044E789406E5456D89884b153A18AE96304b0E,0.008557457 ETH,0.0002098
0x66fd44c8bc676a4babfab69290f474487adde351b978fbc0944ff1c1fa1c4837,Transfer,21124912,4 mins ago,0xa34a0c886592bd72db0b167e1c9804151a461929,0xd6b9DEb538A98af66E10E5991d3D609d2F56BdF0,0.012347484 ETH,0.00014251
0x90db59ea64fce3901482108e4f64722392ed7e22a42dd3e81ef4022d96f1b236,0x415565b0,21124912,4 mins ago,javascript:;,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0 ETH,0.00233162
0xbf1dd0631939747a9b8c650739134eecf4565b799ad0af17374c69291b4f7337,Approve,21124912,4 mins ago,javascript:;,0x514910771AF9Ca656af840dff83E8264EcF986CA,0 ETH,0.00031795
0x872be3d900347ceb4feae4a7d0719ac27227806c552dd951d996dd12f024f545,Transfer,21124912,4 mins ago,javascript:;,0xc2939d00ab91eA817db7EC4544A1108BfB97E00A,0.04504799 ETH,0.00016268
0xefb71c3762921f2d26a8d3f445ed34a82c141b8741759b4f79b5532a2b5f31d0,Transfer,21124912,4 mins ago,javascript:;,0x9B9Dee194bBB5B1dA138ee408f435ADF253d7F1b,0.00418748 ETH,0.00016268
0x9e519c1a76ce7e5af1d5b8205b2b4b3aa7bbfbcd91a24b017e88b71f12c50882,Approve,21124912,4 mins ago,0x5f8eb221b31ae064646096b5ff2413924440835b,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0 ETH,0.00044928
